Bedriftsnavn; Adresse; Postnummer; Poststed; Godkjenningstyper; Organisasjonsnummer; Godkjenningsnummer
RABEKK BIL USA FORD PARTS AS; Krappfossveien 4; 1597; MOSS; BILVERKSTED01B, KONTROLLORGAN01B; 981435672; 513
SELJORD BIL A/S; Århusmoen 9; 3840; Seljord; BILVERKSTED01, KONTROLLORGAN01; 963504446; 5102
LUX AUTO CAR AS; DEPOTGATA 10; 2000; LILLESTRØM; BILVERKSTED01; 917141487; 30886
Beitstad Bil AS; Dalbygdvegen 3; 7730; Beitstad; BILGLASS; 987358149; 8670
Nevlands Bil og Karosseri AS; Pedersgaten 93; 4014; Stavanger; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01; 980884899; 6028
SJØHOLT MASKIN AS; Kyrkjevegen 5; 6240; ØRSKOG; LYSUTSTYR, HENGERESPALOPSBREMSEANLEGG, HJUL; 932652978; 29274
Birger N Haug AS avd. Bilskade ; Haraldruveien 9; 0581; OSLO; BILSKADE; 952335863; 11652
Skotselv Karosseri ; Skotselv Næringspark; 3330; SKOTSELV; BILSKADE; 985191654; 3990
Støren Dekkservice AS; Sorknesøra 12; 7290; STØREN; HJULUTRUSTNING, HJUL; 958507739; 8388
BRÆKKENS BIL AS; BALLSTADLANDET 97; 8373; BALLSTAD; BILVERKSTED01, KONTROLLORGAN01; 914882931; 28754
Hurtigruta Carglass AS, avd Lyngdal; Fiboveien 1; 4580; LYNGDAL; BILGLASS; 985758220; 30307
HEGGEN AUTOSERVICE AS; KLEIVANEVEGEN 4; 5357; FJELL; HJUL, MOTORSYKKELOGMOPED, HENGERESPALOPSBREMSEANLEGG; 919075945; 30562
Bertel O. Steen Bergen AS avd. Minde   ; Kanalveien 51; 5068; BERGEN; BILVERKSTED01, KONTROLLORGAN01; 910116851; 6557
RIIS MONTASJE AS AVD STEINKJER; Sjøfartsgata 5A; 7714; STEINKJER; BILGLASS; 871679142; 28318
Åsen Servicesenter AS; Stasjonsvegen 5; 7630; ÅSEN; BILVERKSTED01, KONTROLLORGAN01; 835446522; 11792
Moe Maskinservice; Vormstad; 7327; SVORKMO; PABYGGER, TRAKTOR; 983424651; 18560
Nardo og Melhus Bilinvest AS, avd Stjørdal; HAVNEGATA 20A; 7503; STJØRDAL; BILVERKSTED01B, KONTROLLORGAN01B; 919171170; 30533
Møller Bil Vest AS Møller Bil Skadesenter Rud ; Olav Ingstadsvei 8 ; 1351; RUD; BILSKADE; 928481638; 974
GREBSTAD BIL AS; Kyrkjevegen 200; 6230; Sykkylven; BILVERKSTED01B, KONTROLLORGAN01B; 912067610; 7428
Rico Campers Bilinnredning AS; Bøvågen 35; 4262; AVALDSNES; BILVERKSTED01, PABYGGER; 972405566; 6472
ASKER DEKK AS; ETERNITVEIEN 10; 3470; SLEMMESTAD; HJUL; 913516478; 29859
Syreveien Auto AS; Storamyr 23; 4280; Skudeneshavn; BILVERKSTED01B, KONTROLLORGAN01B; 956592364; 6392
Yamaha Bergen AS; Nordre Brurås 10; 5131; NYBORG; MOTORSYKKELOGMOPED; 913317254; 27221
Bilservice Tromsdalen AS; Hungerveien 7B; 9020; Tromsdalen; BILVERKSTED01; 980490874; 9582
ÅRVIKSAND VERKSTED AS; Fjærbakkveien 15; 9195; ÅRVIKSAND; BILVERKSTED01; 952487639; 31376
Nordvik AS avd. Mosjøen; Daneljordet 11; 8656; Mosjøen; BILVERKSTED01, KONTROLLORGAN01; 946549770; 8834
Auto Service AS,  Bømlo ; Bremnesvegen 880; 5420; RUBBESTADNESET; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 936482015; 6756
Teknisk Bureau AS avd. Personbil; Skattøraveien 48; 9018; TROMSØ; BILVERKSTED01, KONTROLLORGAN01; 925162728; 9536
Sveen`s Bil og Landbruksverksted; Storveien 15; 1816; Skiptvedt; BILVERKSTED01B; 970949011; 259
Man Truck & Bus Norge AS, avd. Sarpsborg; Opphaugveien 5; 1722; SARPSBORG; FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04, ALKOLASVERKSTED; 824387842; 121
JØRGENSEN MEKANISKE VERKSTED; VÅGSVÅG; 6700; MÅLØY; HJUL, HENGERESPALOPSBREMSEANLEGG; 917638519; 30469
Hardanger Bilskadeservice; Tyssedalsvegen 11; 5750; ODDA; BILSKADE, BILVERKSTED01, KONTROLLORGAN01; 946181021; 6703
Tinnheia Bil AS; Stålveien 2; 4629; Kr.sand; BILVERKSTED01, KONTROLLORGAN01; 986902651; 5647
Skogfoss Bilverksted AS; Cecilie Thoresens vei 9; 1153; OSLO; BILVERKSTED01, KONTROLLORGAN01; 997665678; 20443
Vianor AS avd. Narvik; Verkstedbakken 17; 8514; NARVIK; BILVERKSTED01B, KONTROLLORGAN01B, HJUL; 935429447; 30047
MJA Bilservice AS; Nye Teglverks vei 42; 4632; Kristiansand; BILVERKSTED01B, KONTROLLORGAN01B; 991877312; 5738
X-TEAM AS; Bunes Gård; 1950; RØMSKOG; BILVERKSTED01, BILELEKTRODRIVSTOFFANLEGG, MOTORSYKKELOGMOPED, BILSKADE; 990884196; 29929
Jensen&Scheele Bil AS; Svingen syd; 1789; BERG I ØSTFOLD; BILSKADE; 960968727; 12852
Norddal Auto; Sletteland; 6963; DALE I SUNNFJ.; BILVERKSTED01, BILSKADE, KONTROLLORGAN01; 996479935; 7052
Sandefjord Autosenter AS; HÅGASLETTA 1; 3236; SANDEFJORD; KONTROLLORGAN01B, MOTORSYKKELOGMOPED, BILVERKSTED01B; 920187390; 30653
Mobile Oslo AS; Gladengveien 9; 0661; OSLO; BILVERKSTED01, KONTROLLORGAN01; 960678869; 15558
G-Bil AS; Skibåsen 1 ; 4696; KRISTIANSAND S; BILVERKSTED01, KONTROLLORGAN01; 953102552; 5704
TESLA MOTORS NORWAY AS avd. Skodje; Digerneset Næringspark; 6260; SKODJE; BILVERKSTED01; 917303916; 29340
CHRISTER HALDAMMEN BILSKADE; THORSRUDVEGEN 8; 2211; KONGSVINGER; BILSKADE; 981925513; 30933
VY Buss AS avd. Mysen; Ramstadveien 6; 1850; MYSEN; BILVERKSTEDALLE, KONTROLLORGAN04, FARTSSKRIVER; 976948394; 29750
BULK BILSKADESERVICE AS Avd. Werksta Drammen; Syretårnet 41; 3048; DRAMMEN; BILSKADE; 880252372; 31352
ARTIFEX INDUSTRISERVICE AS; LUMBER 51J; 4621; KRISTIANSAND S; HENGERESPALOPSBREMSEANLEGG; 916570503; 29915
Bjoa Auto AS; Bjoavegen 1613; 5584; BJOA; BILVERKSTED01, KONTROLLORGAN01; 948540754; 6389
SIGM TROLI & SØNN AS; Vestre Beiarveien 1036; 8114; TOLLÅ; BILVERKSTED01B, TRAKTOR, KONTROLLORGAN01; 954923452; 9013
Currus Bilverksted AS; Sivesindvegen 14; 2827; HUNNDALEN; BILVERKSTED01; 918738835; 24460
STRYN AUTOSERVICE AUFLEM; LINDSET; 6783; STRYN; HJUL; 992214511; 30539
Etne Service Senter AS; Haukelivegen 945; 5590; ETNE; BILVERKSTED01B, KONTROLLORGAN01B; 978669581; 6338
CAR SERVICE AS; CECILIE THORESENS VEI 17-21; 1153; OSLO; HJUL; 995506394; 30432
RIIS MONTASJE AS, avd. Verdal; Venusvegen 1; 7652; VERDAL; BILGLASS; 921979436; 29554
A-K maskiner AS avd. Vigeland; Hestehagen industriområde; 4520; LINDESNES; TRAKTOR; 946468037; 20719
AMP Auto Tuning DA; Vestmarkavegen 981; 2233; VESTMARKA; BILVERKSTED01, MOTORSYKKELOGMOPED, KONTROLLORGAN01; 992054298; 14659
Felleskjøpet Rogaland Agder, avd Haugesund; Industrigata 4; 5537; HAUGESUND; TRAKTOR; 915442552; 23162
Eik Relum Auto; Uskedalsvegen 660; 5463; USKEDALEN; BILSKADE; 982895243; 6725
Gjermundsen Auto AS -Tønsberg; Solkilen 3; 3118; TØNSBERG; BILVERKSTED01B, KONTROLLORGAN01B; 929617215; 4325
SMART MARINE AS; BØVÅGEN 58; 4262; AVALDSNES; HENGERESPALOPSBREMSEANLEGG; 966553685; 30608
BILTEKNIKK VEST AS; KOKSTADVEGEN 30; 5257; KOKSTAD; BILVERKSTED01B, BILVERKSTED01; 822605982; 31236
Voss Bilsenter AS; Istadosen 4; 5709; VOSS; BILVERKSTED01, KONTROLLORGAN01; 978643302; 6974
MOAN AUTO OG KJØLESERVICE A/S; ; 9311; BRØSTADBOTN; HJUL; 947552910; 30885
AUTO - TANK AS; Industriveien; 2072; DAL; PABYGGER; 984366787; 1234
ELEKTRO BILVERKSTED AS; ØRNEVEIEN 15; 1710; SARPSBORG; KONTROLLORGAN01, BILVERKSTED01; 915453112; 29359
SKOGÅS SALG & SERVICE; MALMVEGEN 277; 7380; ÅLEN; HJUL; 987292687; 31523
Alta Motorsenter AS; Knottveien 1; 9514; ALTA; BILVERKSTED01B, MOTORSYKKELOGMOPED, KONTROLLORGAN01B; 967960217; 9646
Brønnøysund Bilskade AS; INDUSTRIVEIEN 12; 8907; BRØNNØYSUND; BILSKADE; 915183735; 28997
RYDS BILGLASS AS avd. Fredrikstad; Hans Nilsen Haugesvei 2; 1661; ROLVSØY; BILGLASS; 913387783; 29908
HAMMER MEKANISKE; Høgsetvegen 41; 7353; BØRSA; HENGERESPALOPSBREMSEANLEGG; 913271971; 28575
CARGLASS AS; Skrubbmoen 12; 3619; SKOLLENBORG; BILGLASS; 985758220; 29958
TB Auto AS; Jerikovegen 14; 2848; SKREIA; BILVERKSTED01; 986985158; 2947
PS Servicesenter AS Avd BG; Midtstranda 45; 2307; HAMAR; BILVERKSTED01, ALKOLASVERKSTED; 985072000; 25942
FOSNAVÅG SERVICESENTER AS; Myklebustvegen 50; 6092; FOSNAVÅG; HJUL; 939239219; 30261
BØRRE STORVOLL; ESPENESVEIEN 397; 9311; BRØSTADBOTN; HJUL; 916791712; 31334
CF-MASKIN MELHUS AS; Storsandvegen 30; 7224; MELHUS; TRAKTOR; 978690939; 28051
Skandinaviska Teknik & Smörjsystem Ab; Myrvangvegen 2; 2040; Kløfta; ALKOLASVERKSTED; 989029959; 31082
KAJANDER MOTOR AS; INDUSTRIVEIEN 7; 3610; KONGSBERG; BILVERKSTED01; 816205832; 29980
VELDE MASKIN AS avd. KNAPPHUS; SAUDAVEGEN 7478; 5576; ØVRE VATS; TRAKTOR; 997109147; 31477
Thansen AS, avd. Larvik; Elveveien 8; 3262; LARVIK; HJUL; 923897682; 31322
RD SERVICEPARTNER AS; Haugsjordet 15; 3145; TJØME; HJUL; 999014453; 29390
BRAGES BILFORRETNING A/S; Vingårdskiftet; 6022; Ålesund; KONTROLLORGAN01, BILVERKSTED01; 841074602; 7412
LUND BILVERKSTED AS; MARVIKSVEIEN 105; 4632; KRISTIANSAND S; BILVERKSTED01, KONTROLLORGAN01, BILSKADE; 918512616; 30610
Sulland Jessheim A/S; Energiveien 13; 2069; JESSHEIM; BILVERKSTED01B, KONTROLLORGAN01B; 984259565; 1229
Moldesæters Bilverksted; Moldesæther; 5574; SKJOLD; BILVERKSTED01B; 970255826; 13981
Riis Bilglass Oslo Vika; Munkedamsveien 21; 0250; OSLO; BILGLASS; 921979436; 28579
Norsk Scania AS avd. Trondheim; Torgårdsveien 13; 7072; Trondheim; FARTSSKRIVER, BILVERKSTED03, KONTROLLORGAN03, ALKOLASVERKSTED; 879263662; 8218
Ekelund Bilservice; Proffesor Smiths alle 52; 3048; DRAMMEN; BILVERKSTED01, KONTROLLORGAN01; 913856651; 3775
ENK JAN TORE STRØM; ELDVEGEN 5; 7730; BEITSTAD; BILVERKSTED01; 921158777; 31368
Handicare ASA Auto; Hageveien 9; 2613; Lillehammer; BILVERKSTED01; 965395830; 2662
Felleskjøpet Agri SA, avd. Larvik; Løkka 8; 3271; LARVIK; TRAKTOR; 911608103; 18823
Krekkes Autorep AS; Auggedalsvegen 1; 2653; VESTRE GAUSDAL; BILVERKSTED01, KONTROLLORGAN01; 913206002; 2624
Botnetank A/S; Eidsfossveien 54; 3095; HOLMESTRAND; PABYGGER; 971505621; 4155
BISLETT BILPLEIE AS avd ENSJØ; GLADENGVEIEN 3B; 0661; OSLO; HJUL, BILGLASS; 919510471; 30695
Araz Auto A/S; Svanvikvegen 300; 3739; SKIEN; BILVERKSTED01, KONTROLLORGAN01; 914070678; 27783
HÆHRE MEKANISKE VERKSTED AS; TANGEN; 3370; VIKERSUND; HJUL; 934176472; 30156
Eidanger Auto AS; Floodmyrvegen 21; 3946; PORSGRUNN; BILVERKSTED01, KONTROLLORGAN01; 994887041; 16179
RIIS MONTASJE AS avd. 836; Bedriftsveien 11; 3734; SKIEN; BILGLASS; 921979436; 28338
SNEFRID PETTERSEN; POLMAKVEIEN 1448; 9845; TANA; HENGERESPALOPSBREMSEANLEGG, HJUL; 952895877; 30929
Bring Warehousing AS; Kongshavnveien 27 - Skur 89 Bekkelagskaia; 0193; OSLO; KONTROLLORGAN03, BILVERKSTED03; 821465222; 1658
Gustavsen Bil AS; Amsrudvegen 5; 2827; HUNNDALEN; BILVERKSTED01B, KONTROLLORGAN01B; 957217028; 2942
STANGE DEKKSERVICE AS; Ljøstadvegen 30c; 2335; STANGE; HJUL; 994866796; 30313
Snap Drive AS avd. Majorstua; Sørkedalsveien 10 B; 0369; OSLO; BILVERKSTED01, KONTROLLORGAN01; 971585188; 1354
LAMPELAND AUTO A/S; LAMPELAND; 3623; LAMPELAND; BILVERKSTED01; 917938199; 3914
Liens Karosseriverksted; Flåkålivn.; 2625; Fåberg; BILSKADE; 971231653; 2629
Erik Arnesen Bryn AS, Nyttekjøretøysenter; Nils Hansensvei 1; 0667; OSLO; BILVERKSTED01B, KONTROLLORGAN01B; 976547551; 23501
Drangedal Bilverksted v/Jan Arve Bergane; Drangedalsveien 1; 3795; DRANGEDAL; BILVERKSTED01, KONTROLLORGAN01; 991860622; 12092
Rich. Steen AS; Stanseveien 40; 0976; OSLO; PABYGGER; 916222122; 20819
Norsk Scania AS, avd. Skien; Bøleveien 184; 3713; SKIEN; FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN03, ALKOLASVERKSTED; 879263662; 24660
MOBILE SKØYEN AS; DRAMMENSVEIEN 207; 0281; OSLO; BILVERKSTED01, KONTROLLORGAN01; 821021502; 31042
Sandem A/S; Serviceveien 2; 1940; BJØRKELANGEN; BILSKADE; 979659695; 1092
Odal Bil Kongsvinger AS; Industrivegen 57; 2212; KONGSVINGER; BILVERKSTED01B, KONTROLLORGAN01B; 999254217; 23201
Solberg Bil AS; Vestre Buktenveg 11-13; 3736; SKIEN; BILVERKSTED01, KONTROLLORGAN01; 928103277; 19719
Auto Rep A/S; Lillesandsveien 3 ; 4876; Grimstad; BILVERKSTED01, KONTROLLORGAN01; 912092348; 5370
NAF  Senter Fredrikstad; Stabburveien 7; 1617; Rolvsøy; KONTROLLORGAN01; 987372540; 335
Drøbak Bil Rep Carozzeria Alfa AS; Holterkollveien 7; 1440; DRØBAK; BILVERKSTED01; 990742626; 796
Enviro Bil Nesbru AS ; Nesbruveien 84; 1394; NESBRU; BILVERKSTED01, KONTROLLORGAN01; 993276065; 13417
Storebø Bil & Traktor AS; Solevegen 65; 5943; AUSTRHEIM; TRAKTOR, BILVERKSTED01, KONTROLLORGAN01; 997806948; 24340
GLASSMESTER 1 AS; KLOPPAVEIEN 10; 1472; FJELLHAMAR; BILGLASS; 989596624; 29654
SANDE BILSERVICE AS, GURSKEN; Gursken; 6082; Gursken; BILVERKSTED01, BILSKADE, PABYGGER, KONTROLLORGAN01; 979767870; 7525
SANDVIK VERKSTED; Strandli; 7882; Nordli; BILVERKSTED01B, KONTROLLORGAN01B; 976276612; 8758
Bilia Risløkka; Kabelgaten 29; 0580; OSLO; BILSKADE; 976023188; 1537
Sør-Varanger Bilteknikk AS; E.K. Andersons vei 12; 9912; Hesseng; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 981117824; 9770
TESLA MOTORS NORWAY AS AVD BERGEN 1 - MINDE; Minde Alle 35; 5068; BERGEN; BILVERKSTED01; 914194563; 30795
KROGHS BILSALG AS; Bedriftsveien 6; 0950; OSLO; BILVERKSTED01; 934276043; 1365
OPPDAL GRAVING OG TRANSPORT AS; Nordre Industrivegen 14; 7340; OPPDAL; BILVERKSTEDALLE; 812288962; 30455
Munir Olanrewaju LAN Paulsen Bilverksted; Strandveien 106; 9006; TROMSØ; BILVERKSTED01; 985464081; 9505
ALMÅS AUTO AS; Skoledalsveien 21; 8890; Leirfjord; BILVERKSTED01, KONTROLLORGAN01; 947313088; 8825
Årø Bilsenter A/S; Årøhaugen; 6403; Molde; BILVERKSTED01B, KONTROLLORGAN01B; 979734492; 7634
HOFMAN AUTO AS; KONGSVINGERVEGEN 1878; 2160; VORMSUND; BILVERKSTED01; 896547682; 30480
Bilskadesenteret Gjøvik AS; Ringveien 8b; 2815; Gjøvik; BILSKADE; 987838043; 2978
VEAN BIL & LANDBRUKSVERKSTED; Vean; 6690; Aure; BILVERKSTED01B, KONTROLLORGAN01B; 952525417; 7849
Møller Bil Bergen AS avd. Drotningsvik  ; Janaflaten 20; 5179; GODVIK; BILVERKSTED01B, KONTROLLORGAN01B; 834083922; 6677
Follebu Bil AS; Volden 11; 2656; FOLLEBU; BILVERKSTED01, BILSKADE, KONTROLLORGAN01; 970902384; 2626
Snap Drive AS avd. Sorgenfri; Sorgenfrivn. 16; 7037; Trondheim; BILVERKSTED01, KONTROLLORGAN01; 971585188; 8010
SH Bilteknikk AS; Carl 15 gt. 19; 3150; TOLVSRØD; BILVERKSTED01, KONTROLLORGAN01; 985821364; 4326
TK Auto AS; Brårveien 4a; 3174; REVETAL; KONTROLLORGAN01B, BILVERKSTED01B; 989133284; 11832
BJØRDAL BIL A/S; Langemyra 4; 6160; HOVDEBYGDA; BILVERKSTED01, KONTROLLORGAN01, BILVERKSTED01B, KONTROLLORGAN01B; 935614686; 7533
CARGLASS AS, avd Skøyen; Hoffsveien 10; 0275; OSLO; BILGLASS; 985758220; 29637
DEKK & FELGER AS; TROHAUGEN INDUSTRIOMRÅDE VIK; 6393; TOMREFJORD; HJUL; 915311385; 29632
MOTO-TECH AS; Gamleveien 81/83; 4315; SANDNES; MOTORSYKKELOGMOPED; 918535233; 30301
A-DEKK AS; Haukerødkrysset Sfj.; 3216; SANDEFJORD; HJUL; 983559123; 29876
Tores Auto Minde AS; Kanalveien 48; 5068; BERGEN; BILVERKSTED01, KONTROLLORGAN01; 996043509; 17361
Fagerhøi Bilverksted AS; Midtveien 71; 1458; FJELLSTRAND; BILVERKSTED01B, KONTROLLORGAN01B; 838282172; 732
TIDEMANN BIL AS; CHR. TIDEMANNS VEI 22; 8150; ØRNES; HJUL; 984406622; 29796
VESTSIA SERVICE SENTER AAGE MØRKEN; Væråsmogen; 3620; FLESBERG; HJUL; 964192375; 29348
DEKKNOR NORGE AS avd. Bryn; Nils Hansen vei 15; 0667; OSLO; HJUL; 998527031; 30062
CARGLASS AS; Torolf Storsveens veg 15; 2406; ELVERUM; BILGLASS; 985758220; 31139
Hurtigruta Carglass Kongsvinger; Lerkevegen 58; 2209; KONGSVINGER; BILGLASS; 922318654; 31189
THANSEN Elverum AS; Prestmyrvegen 5; 2413; ELVERUM; HJUL; 923897682; 31267
Valdres Motor og Bilskade AS; Industrivegen 53; 2973; RYFOSS; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 989048643; 3222
HOB Verkstedsenter AS; Hollavn. 2 C; 7200; KYRKSÆTERØRA; BILVERKSTEDALLE, TRAKTOR, KONTROLLORGAN04, FARTSSKRIVER; 987062894; 8346
SENTRUM BILVERKSTED A/S; Øran Vest; 6300; Åndalsnes; BILVERKSTED01B, KONTROLLORGAN01B; 845693722; 7681
Skaane Import Bilverksted AS, avd. Nykirke; Nykirkeveien 271; 3180; NYKIRKE; BILVERKSTED01, KONTROLLORGAN01; 998418615; 22400
JAHR BILSERVICE; JARVEIEN 96; 3340; ÅMOT; BILVERKSTED01, KONTROLLORGAN01; 997985656; 3315
Bilskade Forum DA; Alf Kristoffersensvei 7; 1396; Billingstad; BILSKADE; 986117636; 976
K.O. JAKOBSEN AS; Ytterveien 61; 9302; ROSSFJORDSTRAUM; HJUL, HENGERESPALOPSBREMSEANLEGG; 914405491; 31517
GILDESKÅL VEKST AS; VANNSLETTA; 8140; INNDYR; BILVERKSTED01; 988574007; 30229
Orkdal Bilskade AS; Tiltaksvegen 23; 7300; ORKANGER; BILSKADE; 993568074; 13638
EXIM AS; EIAVEIEN 3; 8208; FAUSKE; HJUL; 937395701; 29886
Heiane Bil  AS; Rundehaugen 9; 5412; STORD; BILVERKSTED01B, KONTROLLORGAN01B; 863363152; 6787
Byåsen videregående skole; Selsbakkvegen 34; 7027; TRONDHEIM; BILVERKSTED01, MOTORSYKKELOGMOPED, BILSKADE, KONTROLLORGAN01; 817920632; 8005
CUSTOM SHOP ANS; Havnegata 28; 8400; SORTLAND; HJUL; 971179902; 29388
Løvaas Motor A/S; Ringvn. 8; 3080; Holmestrand; MOTORSYKKELOGMOPED; 986308059; 4164
Reime & Lode AS; Bernerveien 30; 4365; NÆRBØ; BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, BILSKADE, PABYGGER, TRAKTOR, KONTROLLORGAN01B, KONTROLLORGAN02, KONTROLLORGAN03; 915340016; 6207
Holmane Bil AS; Tengsareidveien 4; 4373; EGERSUND; BILVERKSTED01B, KONTROLLORGAN01B; 989277049; 6220
Felleskjøpet Agri SA - avd. Voss; Regimentsvegen 8; 5700; VOSS; TRAKTOR; 911608103; 24440
Sortland Bil AS; Markveien 40; 8402; SORTLAND; BILVERKSTED01B, KONTROLLORGAN01B; 991772103; 17579
NAF Senter Elverum; Vindheiavegen 27; 2406; Elverum; KONTROLLORGAN01; 987372540; 2298
Voss Kran og Maskinservice AS; Fellesverkstaden, Bømoen; 5705; VOSS; TRAKTOR; 896817582; 26363
Vianor AS, avd Haugesund; Raglamyrvegen 11; 5536; HAUGESUND; HJULUTRUSTNING; 935429447; 6331
AKERSHUS AUTO AS; MYRVANGVEGEN 1; 2040; KLØFTA; HJUL; 987916095; 31141
TESLA MOTORS NORWAY AS avd. Moss; Årvollskogen 40; 1529; MOSS; BILVERKSTED01; 997433173; 31151
Suldal Billag Service AS; Suldalsvegen 1660; 4237; Suldalsosen; FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04; 986147365; 6324
Autosentrum Norge AS; Bentsrudveien 8A; 3083; HOLMESTRAND; KONTROLLORGAN01B, BILVERKSTED01B; 912646165; 31348
BECKMEISTER AS; NORDSTRANDVEIEN 67; 8012; BODØ; BILVERKSTED01; 994561030; 30111
AUTOTAL AS; Kåsvegen 14; 7340; OPPDAL; BILVERKSTED01; 917804125; 31001
Møller Bil Grorud; Jernkroken 11; 0902; OSLO; BILVERKSTED01, KONTROLLORGAN01; 917805717; 1421
Bulder Verksted AS avd. Trondheim; Terminalen 7; 7080; HEIMDAL; BILVERKSTEDALLE, PABYGGER; 993026352; 8046
Hurtigruta Carglass AS, avd. Larvik; Nansetgt. 144; 3269; LARVIK; BILGLASS; 985758220; 28572
Stord Bil og Dekksenter AS; Vabakkjen 3; 5411; STORD; BILVERKSTED01, KONTROLLORGAN01, KONTROLLORGAN01B; 973194380; 6782
Aasen Bil AS; Industrifeltet; 2092; MINNESUND; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 957129188; 1202
Kverneland Bil AS avd. Ford Bilhuset; Vestre Svanholmen 11; 4313; SANDNES; BILVERKSTED01B, KONTROLLORGAN01B; 977047684; 5902
RELAKK MOTOR OG KAROSSERI; Toft; 8900; Brønnøysund; BILSKADE; 986922326; 8841
Bulder Verksted AS avd. Mosjøen; Skjervstadveien 13; 8658; Mosjøen; BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN04; 993026352; 8801
Mjånesen Lakk & Mekanisk; Hegglandsdalvegen 475; 5200; OS; PABYGGER; 992312874; 24360
JP BILVERKSTED AS; BJØRKLUND 2; 7353; BØRSA; BILVERKSTED01, KONTROLLORGAN01; 917725152; 30086
GEIR SOLSTAD VERKSTED; Å i Meldal; 7335; JERPSTAD; BILSKADE; 959762791; 8329
MOTORHUSET ANS; Brendehaugen 8, Saunesmarka; 6065; Ulsteinvik; BILVERKSTED01, MOTORSYKKELOGMOPED, KONTROLLORGAN01; 943124337; 7550
AN DEKK AS; HUMLEVEIEN 9; 9514; ALTA; HJUL; 918321349; 30630
Drøbak Bilskade AS; Holterkollenveien 2; 1440; DRØBAK; BILSKADE; 997472020; 20479
VIANOR AS avd. Orkanger; Franslykkja 11; 7300; ORKANGER; HJUL, KONTROLLORGAN01, BILVERKSTED01; 935429447; 29551
Sven Kvia AS; Moseidsletta 114; 4033; STAVANGER; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 845933162; 5909
Tau Auto A/S; Ryfylkevegen 1970; 4120; Tau; BILVERKSTED01B, KONTROLLORGAN01B; 914628385; 6098
Vianor AS, avd. Rud; Løxaveien 7; 1351; RUD; BILVERKSTED01, KONTROLLORGAN01; 935429447; 20000
Re-Auto; Hvitsteinveien 130; 3174; Revetal; BILVERKSTED01B, KONTROLLORGAN01B; 970900446; 4392
Teknisk Bureau Leknes AS; IDRETTSGATA 28; 8370; LEKNES; KONTROLLORGAN01B, BILVERKSTED01B; 915019102; 29901
Haaland Mek; Tregdeveien 45; 4516; MANDAL; BILVERKSTED01; 997264614; 24403
INSTEK AS; Mårvegen 6; 2211; KONGSVINGER; FARTSSKRIVER; 950089970; 10002
SIZA EIENDOM AS; Olaf Schous vei 4; 0576; OSLO; HJUL; 897811332; 31464
ISTRAIL AS; Nordre Kullerød 17; 3241; SANDEFJORD; BILVERKSTEDALLE; 948825716; 30346
RALLY BILVERKSTED A.S.; Pancoveien 8; 1624; Fredrikstad; BILVERKSTED01, KONTROLLORGAN01; 871177392; 348
BUSSEXPERTEN AS; Fosserveien 275; 1963; FOSSER; PABYGGER, BILGLASS; 897499282; 31261
Sørlandets Bilverksted AS; Skibåsen 22; 4636; KR.SAND; BILVERKSTED01B, KONTROLLORGAN01B; 979875355; 5641
Jæger Sentrum A/S avd Åsane; Litleåsvegen 53; 5132; NYBORG; BILVERKSTED01, KONTROLLORGAN01; 977266629; 6530
ROALDMOEN AS; INDUSTRIVEGEN 68; 6652; SURNA; BILVERKSTED01B, MOTORSYKKELOGMOPED, TRAKTOR; 913056434; 30019
Mobilt NAF Senter; Skippergata 4; 0152; OSLO; KONTROLLORGAN01; 987372540; 26601
Mobile Jessheim AS; Energiveien 14; 2069; JESSHEIM; BILVERKSTED01, KONTROLLORGAN01; 996493717; 17940
Påbygg & Sveiseservice AS; Arabergveien 2; 4050; SOLA; PABYGGER; 984066325; 6129
INDERGÅRDS BILVERKSTED; lensvikveien 251; 7316; Lensvik; BILVERKSTED01B, KONTROLLORGAN01B; 968488511; 8303
Autotuning Import AS; Mosseveien 60; 1640; RÅDE; BILVERKSTED01, KONTROLLORGAN01; 985236305; 17159
AUTOTJENESTER A/S; Jekteviken 5; 5006; BERGEN; BILVERKSTED01, KONTROLLORGAN01; 950233753; 6672
Vianor AS, avdeling Bergen Åsane; Liamyrane 14 A; 5132; NYBORG; KONTROLLORGAN01, BILVERKSTED01; 935429447; 21560
Bujordet Mekk; Løvjomås 170; 4820; FROLAND; BILVERKSTED01, KONTROLLORGAN01; 880266942; 22620
AS Elektro; Borggt. 21; 1608; Fredrikstad; BILVERKSTED01, BILELEKTRODRIVSTOFFANLEGG, KONTROLLORGAN01; 924697261; 317
